"","Estimate","2.5 %","97.5 %","iteration","predictor"
"skintone:countryFrance",0.871083707770079,0.767865950395995,0.986079535604739,207,"skintone:countryFrance"
"skintone:countryGermany",1.1482888663326,1.0171781203786,1.29312797516013,207,"skintone:countryGermany"
"(Intercept)",0.00271047374746463,0.00239085993186235,0.00306643579445631,208,"(Intercept)"
"skintone",1.10291699174422,1.0302899412346,1.17967749116807,208,"skintone"
"totalYellows",1.01481014028952,1.01179870794695,1.01785040470416,208,"totalYellows"
"height",1.06915759810272,0.992313021413609,1.15210517800459,208,"height"
"age",1.18953447947775,1.0951806267864,1.29233516075616,208,"age"
"wins.loss",0.789027580400029,0.734368131649165,0.846505834004055,208,"wins.loss"
"goals",1.14428133982425,1.05472586713068,1.24068187578838,208,"goals"
"posD",1.17209900960112,1.0418498122622,1.31861734687911,208,"posD"
"posG",1.74046503673839,1.41162324483932,2.1394579715234,208,"posG"
"posM",0.723221631562243,0.635563924758402,0.822257132093282,208,"posM"
"countryEngland",0.875063311353151,0.780233703859533,0.979841722448808,208,"countryEngland"
"countryFrance",1.27006171746683,1.11374537140984,1.44490030924491,208,"countryFrance"
"countryGermany",0.806900780060413,0.716124390135835,0.907700516553974,208,"countryGermany"
"skintone:countryEngland",0.978550211332516,0.883464170283752,1.08312062693792,208,"skintone:countryEngland"
"skintone:countryFrance",0.854759463482953,0.758171088256208,0.961872629289617,208,"skintone:countryFrance"
"skintone:countryGermany",1.16386433749373,1.03466656124847,1.30614744226477,208,"skintone:countryGermany"
"(Intercept)",0.00270391684266501,0.00237269540303301,0.00307422405022158,209,"(Intercept)"
"skintone",1.11158125364899,1.03730581318358,1.19023859966041,209,"skintone"
"totalYellows",1.01484468883805,1.01170934651532,1.01801569500757,209,"totalYellows"
"height",1.03514157775959,0.959907517946528,1.11644645980177,209,"height"
"age",1.20287902952465,1.10567575904507,1.30898669267171,209,"age"
"wins.loss",0.783996492762235,0.729244114676992,0.841675183210329,209,"wins.loss"
"goals",1.13984147412277,1.0441556326674,1.24361577725717,209,"goals"
"posD",1.18997130376665,1.05389029670799,1.34363291408371,209,"posD"
"posG",1.67963372565473,1.35221606684776,2.07914098682201,209,"posG"
"posM",0.731383305317108,0.64182408321811,0.832794066117359,209,"posM"
"countryEngland",0.888335688539218,0.789620473111993,0.997898860945558,209,"countryEngland"
"countryFrance",1.19222141442087,1.03331599087525,1.37133938536571,209,"countryFrance"
"countryGermany",0.834431871675595,0.737762289381026,0.942289526810608,209,"countryGermany"
"skintone:countryEngland",0.997976252068226,0.901711728035589,1.10416694553032,209,"skintone:countryEngland"
"skintone:countryFrance",0.868723227903326,0.76873103103231,0.980209383336574,209,"skintone:countryFrance"
"skintone:countryGermany",1.16444666064799,1.02963315682188,1.31328737318855,209,"skintone:countryGermany"
"(Intercept)",0.00282632009729528,0.00249148295685835,0.00319977194809179,210,"(Intercept)"
"skintone",1.08185560292732,1.00930645770728,1.15860928956669,210,"skintone"
"totalYellows",1.01288340208724,1.00984330217218,1.01594949202453,210,"totalYellows"
"height",1.07752505105396,0.997798665189127,1.16385809701579,210,"height"
"age",1.19948412262426,1.10429342540023,1.30313808676642,210,"age"
"wins.loss",0.796566207053469,0.741730980801372,0.854306541904839,210,"wins.loss"
"goals",1.16465758978349,1.07376764316013,1.26272595517432,210,"goals"
"posD",1.26737998684341,1.12473965524537,1.42827373343648,210,"posD"
"posG",1.62036762375016,1.30967113138701,1.99856029250316,210,"posG"
"posM",0.7451883217858,0.65406826963996,0.848346841445581,210,"posM"
"countryEngland",0.871424102861784,0.776047208109049,0.976883376717527,210,"countryEngland"
"countryFrance",1.25304375019883,1.09933131033296,1.4251357843189,210,"countryFrance"
"countryGermany",0.806307557168563,0.71485296625663,0.907961999847901,210,"countryGermany"
"skintone:countryEngland",1.02186016836373,0.921019079230912,1.13311301954842,210,"skintone:countryEngland"
"skintone:countryFrance",0.834555332309763,0.738205287488157,0.941512564516688,210,"skintone:countryFrance"
"skintone:countryGermany",1.15150354574521,1.02178806185367,1.29445785952419,210,"skintone:countryGermany"
"(Intercept)",0.00285987726047454,0.00251602713478576,0.00324398131788718,211,"(Intercept)"
"skintone",1.09721895951247,1.02429153908802,1.17440267156088,211,"skintone"
"totalYellows",1.0131218353822,1.01000455239436,1.01626762075857,211,"totalYellows"
"height",1.04523822705787,0.968887509311214,1.12776025977431,211,"height"
"age",1.14627048795186,1.05682530629381,1.24349143478661,211,"age"
"wins.loss",0.791207265792131,0.73714156434053,0.848123519883095,211,"wins.loss"
"goals",1.14298302554452,1.053116681257,1.23996051686647,211,"goals"
"posD",1.2108668432257,1.07457208793411,1.36451214250118,211,"posD"
"posG",1.6628307833327,1.34969482404166,2.0429351180204,211,"posG"
"posM",0.722137279709385,0.633119243669351,0.822867477061736,211,"posM"
"countryEngland",0.854857349380448,0.760103379154577,0.959802033886701,211,"countryEngland"
"countryFrance",1.2852984944013,1.12908782268792,1.46019420916573,211,"countryFrance"
"countryGermany",0.796069453031675,0.705008763798605,0.897405099728047,211,"countryGermany"
"skintone:countryEngland",0.978412719153862,0.881534376310693,1.08507834735586,211,"skintone:countryEngland"
"skintone:countryFrance",0.849194248780284,0.753768216618159,0.955115081221385,211,"skintone:countryFrance"
"skintone:countryGermany",1.18035976756587,1.04919703838509,1.32476785421894,211,"skintone:countryGermany"
"(Intercept)",0.00265038813526436,0.00231569496845094,0.00302664182553358,212,"(Intercept)"
"skintone",1.04596032963017,0.973233160933696,1.12299607656973,212,"skintone"
"totalYellows",1.01419504816725,1.01092513902666,1.01749624666776,212,"totalYellows"
"height",1.08853635277776,1.00935405204168,1.17416822180344,212,"height"
"age",1.17917805691771,1.08549978459839,1.28118035078017,212,"age"
"wins.loss",0.780385537056959,0.725304739326037,0.838387927174666,212,"wins.loss"
"goals",1.15275610825405,1.06241637452362,1.25031352437557,212,"goals"
"posD",1.25719597636107,1.1114753628823,1.42185583416597,212,"posD"
"posG",1.59305823472579,1.29286655280312,1.95671097633446,212,"posG"
"posM",0.716614171888203,0.62825846721611,0.816612466017107,212,"posM"
"countryEngland",0.867411083113917,0.771334467211387,0.97397671728608,212,"countryEngland"
"countryFrance",1.27383639859825,1.10805984140079,1.46082881044098,212,"countryFrance"
"countryGermany",0.822144034586855,0.727367028909767,0.927893546363705,212,"countryGermany"
"skintone:countryEngland",1.02204805343138,0.920821868532485,1.13392712758518,212,"skintone:countryEngland"
"skintone:countryFrance",0.887204228161252,0.780336281017454,1.00668336036697,212,"skintone:countryFrance"
"skintone:countryGermany",1.18236530186277,1.04768456122667,1.33132615494847,212,"skintone:countryGermany"
"(Intercept)",0.00268599195871417,0.00236689797232798,0.00304158845247848,213,"(Intercept)"
"skintone",1.10193083331665,1.0282690401647,1.1795512754412,213,"skintone"
"totalYellows",1.01364539825265,1.01065113501523,1.0166598101829,213,"totalYellows"
"height",1.10460589848666,1.02373547000502,1.1920940905628,213,"height"
"age",1.1512906057071,1.06202016410346,1.24825815283659,213,"age"
"wins.loss",0.833998599759187,0.779206628227726,0.891419022600761,213,"wins.loss"
"goals",1.12780038176022,1.04612630315281,1.21503614178139,213,"goals"
"posD",1.25623643695179,1.11691973710169,1.41299481139684,213,"posD"
"posG",1.59530126065912,1.29500333571092,1.95822792177148,213,"posG"
"posM",0.701791730660903,0.617269132946576,0.797160148994749,213,"posM"
"countryEngland",0.83851899919561,0.748910226695456,0.937225554698582,213,"countryEngland"
"countryFrance",1.30485972824168,1.14873688645822,1.47865389146474,213,"countryFrance"
"countryGermany",0.817916183360271,0.725875026206998,0.919863433109544,213,"countryGermany"
"skintone:countryEngland",0.997178808272433,0.90344950504197,1.10022495989368,213,"skintone:countryEngland"
"skintone:countryFrance",0.847142533081066,0.748323118141133,0.956619033735019,213,"skintone:countryFrance"
"skintone:countryGermany",1.16385693664154,1.02593778580783,1.31542549510976,213,"skintone:countryGermany"
"(Intercept)",0.00277851395400345,0.00243962421042496,0.00315787750460661,214,"(Intercept)"
"skintone",1.06988921506375,0.998012023097041,1.14584382099268,214,"skintone"
"totalYellows",1.01391940699826,1.01074562026544,1.0171183480381,214,"totalYellows"
"height",1.07766141121266,1.00030766280694,1.1611225432877,214,"height"
"age",1.17639648381966,1.0840971853983,1.27678801674365,214,"age"
"wins.loss",0.791697868066863,0.737516322723134,0.848732430774922,214,"wins.loss"
"goals",1.17420679248932,1.08061261842116,1.27535773750603,214,"goals"
"posD",1.18708439109583,1.05188738587017,1.33971399999225,214,"posD"
"posG",1.81152841412108,1.47273169334841,2.22277753958193,214,"posG"
"posM",0.763431262682117,0.670897938859822,0.868036187645323,214,"posM"
"countryEngland",0.889841418485052,0.792578928099839,0.997354176061274,214,"countryEngland"
"countryFrance",1.29666445418018,1.13747924735103,1.47477306407476,214,"countryFrance"
"countryGermany",0.801109282846064,0.712281657309811,0.899587980435373,214,"countryGermany"
"skintone:countryEngland",1.01025226245376,0.911467320726604,1.11918933356668,214,"skintone:countryEngland"
"skintone:countryFrance",0.8698915979424,0.771190752713598,0.979537386985654,214,"skintone:countryFrance"
"skintone:countryGermany",1.16900438803504,1.03837283460073,1.31288866419707,214,"skintone:countryGermany"
"(Intercept)",0.00263546090226774,0.00230678061235771,0.00300414673111468,215,"(Intercept)"
"skintone",1.13451901771673,1.05742246464867,1.21631198964489,215,"skintone"
"totalYellows",1.01425410996062,1.01101704349226,1.01752637181307,215,"totalYellows"
"height",1.11142200154905,1.02717466856324,1.20292832924232,215,"height"
"age",1.165469630206,1.07059092392979,1.26893009477129,215,"age"
"wins.loss",0.797754508520323,0.74100831145282,0.857660812395944,215,"wins.loss"
"goals",1.14753964474208,1.05277219014681,1.25056221443136,215,"goals"
"posD",1.23863202916538,1.09563866716105,1.40022994409019,215,"posD"
"posG",1.5477575476639,1.24379992936444,1.92014711922111,215,"posG"
"posM",0.724197754333348,0.632455056012823,0.828519917837881,215,"posM"
"countryEngland",0.894529986345392,0.793165621275778,1.00722907184246,215,"countryEngland"
"countryFrance",1.25166147316764,1.09367715766853,1.42938082740863,215,"countryFrance"
"countryGermany",0.79786932091347,0.706094211187982,0.900165663353518,215,"countryGermany"
"skintone:countryEngland",0.985872556836616,0.887827122185234,1.09426166865369,215,"skintone:countryEngland"
"skintone:countryFrance",0.888150973691585,0.785123597084427,1.00320609948378,215,"skintone:countryFrance"
"skintone:countryGermany",1.14796358324792,1.01724248227091,1.29258055462088,215,"skintone:countryGermany"
"(Intercept)",0.00274090574624317,0.00240192348030266,0.00312069611174485,216,"(Intercept)"
"skintone",1.11694070004992,1.04080686703754,1.19767522094629,216,"skintone"
"totalYellows",1.013724185826,1.01057400028439,1.01691090251618,216,"totalYellows"
"height",1.06300012992653,0.982800822420495,1.14991440575756,216,"height"
"age",1.17199514632713,1.07592285798192,1.27687809130181,216,"age"
"wins.loss",0.81249503328118,0.754589135952885,0.87369980966593,216,"wins.loss"
"goals",1.10866187185364,1.00901844167989,1.2173383747702,216,"goals"
"posD",1.17070996401973,1.03392630058428,1.32566019001625,216,"posD"
"posG",1.54789384999867,1.23844027290855,1.92795882030731,216,"posG"
"posM",0.787150256294372,0.688448168886591,0.899475220764324,216,"posM"
"countryEngland",0.87362340003036,0.774858045751579,0.983407088385846,216,"countryEngland"
"countryFrance",1.20886485805062,1.05186270920168,1.38595431338433,216,"countryFrance"
"countryGermany",0.813294023083055,0.720202115819498,0.917140205666946,216,"countryGermany"
"skintone:countryEngland",0.99483402518336,0.897654387894782,1.10218470744669,216,"skintone:countryEngland"
"skintone:countryFrance",0.89568133554383,0.789506390194351,1.01458108015974,216,"skintone:countryFrance"
"skintone:countryGermany",1.1785850761979,1.04569818202541,1.32562852801162,216,"skintone:countryGermany"
"(Intercept)",0.00276916819851786,0.00243580407507241,0.00314144373622371,217,"(Intercept)"
"skintone",1.12469105045231,1.05134028920136,1.20226433877314,217,"skintone"
"totalYellows",1.0142593894299,1.01120173574657,1.01734787043129,217,"totalYellows"
"height",1.07880663752488,0.99905673117382,1.16508178681736,217,"height"
"age",1.16904357720855,1.07761079672891,1.26844365875443,217,"age"
"wins.loss",0.798918822291432,0.743175257149,0.857703283802304,217,"wins.loss"
"goals",1.13579845260118,1.04763625866606,1.23081258254094,217,"goals"
"posD",1.18409095141195,1.05069031341783,1.33453697899819,217,"posD"
"posG",1.67584587968343,1.35248348823077,2.06978594845826,217,"posG"
"posM",0.763998105504838,0.669991718630027,0.870550836940892,217,"posM"
"countryEngland",0.885072434400945,0.788632290089752,0.991766813174407,217,"countryEngland"
"countryFrance",1.29920508969889,1.13845357354886,1.47920654054751,217,"countryFrance"
"countryGermany",0.797500678806516,0.707861217646355,0.897107590654013,217,"countryGermany"
"skintone:countryEngland",0.999876131698753,0.904181442097717,1.10516467667188,217,"skintone:countryEngland"
"skintone:countryFrance",0.862124761356967,0.767929518227589,0.96663564127634,217,"skintone:countryFrance"
"skintone:countryGermany",1.17975972823637,1.05368524977546,1.31840204885636,217,"skintone:countryGermany"
"(Intercept)",0.00259255457440273,0.00227085817845685,0.00295278567750735,218,"(Intercept)"
"skintone",1.12706195011868,1.05046731244306,1.20826112847724,218,"skintone"
"totalYellows",1.0157549032858,1.01257666629721,1.01897117139487,218,"totalYellows"
"height",1.07245045280876,0.992936287991975,1.15848056951804,218,"height"
"age",1.26753249664828,1.16379251998342,1.38107070563124,218,"age"
"wins.loss",0.777563687681951,0.722361819395905,0.835712327862817,218,"wins.loss"
"goals",1.15031205093381,1.05713938829172,1.2511669315809,218,"goals"
"posD",1.19111350185993,1.05401051272959,1.34642253624156,218,"posD"
"posG",1.69822523735794,1.35230313792556,2.12258855305591,218,"posG"
"posM",0.736952896238311,0.643260632676109,0.84369480645394,218,"posM"
"countryEngland",0.900872655964158,0.802378370062289,1.01002006137659,218,"countryEngland"
"countryFrance",1.26262009688825,1.09743536609553,1.44872524333159,218,"countryFrance"
"countryGermany",0.789868871583948,0.697672045414176,0.892772858555116,218,"countryGermany"
"skintone:countryEngland",0.985243902316303,0.889846254597002,1.09046359026038,218,"skintone:countryEngland"
"skintone:countryFrance",0.831094410278029,0.733797369675111,0.939708409913878,218,"skintone:countryFrance"
"skintone:countryGermany",1.23850408273215,1.09824453171519,1.39394909623034,218,"skintone:countryGermany"
"(Intercept)",0.00256742972164523,0.00225261872187168,0.00291948753612849,219,"(Intercept)"
"skintone",1.12775616261377,1.05123371369908,1.20887602340366,219,"skintone"
"totalYellows",1.01469126782139,1.01162076417165,1.01779485843623,219,"totalYellows"
"height",1.10408752721905,1.02207555131624,1.19296299911378,219,"height"
"age",1.18897702586202,1.09220287627093,1.29456667659384,219,"age"
"wins.loss",0.774563647535957,0.719247002963877,0.832812190162199,219,"wins.loss"
"goals",1.15183435025934,1.05496487536229,1.25730316867525,219,"goals"
"posD",1.25797975340027,1.11261801107046,1.42260283176023,219,"posD"
"posG",1.53746947098584,1.22977550609407,1.91510232256256,219,"posG"
"posM",0.758759163791876,0.664202105859822,0.8661759210403,219,"posM"
"countryEngland",0.912338124116117,0.812228566486798,1.02326952701598,219,"countryEngland"
"countryFrance",1.29867836910182,1.13276937814049,1.48523644752534,219,"countryFrance"
"countryGermany",0.771208402357033,0.681140678905841,0.871612676713107,219,"countryGermany"
"skintone:countryEngland",1.00776685170395,0.910155859067517,1.1154280298353,219,"skintone:countryEngland"
"skintone:countryFrance",0.840238664180808,0.743418862470674,0.94809996575895,219,"skintone:countryFrance"
"skintone:countryGermany",1.15384287065937,1.02189821526759,1.29944023949811,219,"skintone:countryGermany"
"(Intercept)",0.00289886601760923,0.00255188507572815,0.00328641233501963,220,"(Intercept)"
"skintone",1.12511103225376,1.05051964529002,1.20405605170796,220,"skintone"
"totalYellows",1.01346667660685,1.01035209452236,1.01660641735893,220,"totalYellows"
"height",1.05491072626985,0.977221253916882,1.1389650827495,220,"height"
"age",1.20377337821245,1.10953953669192,1.30625516231443,220,"age"
"wins.loss",0.802442720467392,0.747046355989776,0.860791703577046,220,"wins.loss"
"goals",1.14012471495526,1.05065976818658,1.23649313053224,220,"goals"
"posD",1.20674027768462,1.07199914941247,1.35847882809489,220,"posD"
"posG",1.7045358117914,1.38006459617571,2.09856981349951,220,"posG"
"posM",0.738719760002154,0.647771642284413,0.841724028740023,220,"posM"
"countryEngland",0.852182374601014,0.757097572510509,0.957613484020042,220,"countryEngland"
"countryFrance",1.26118242364861,1.09444149465914,1.44889880888081,220,"countryFrance"
"countryGermany",0.789506185665491,0.701057592250908,0.887820612181541,220,"countryGermany"
"skintone:countryEngland",1.01692898677795,0.919787559560677,1.12392646641626,220,"skintone:countryEngland"
"skintone:countryFrance",0.846062594236435,0.745657445619205,0.958226261949706,220,"skintone:countryFrance"
"skintone:countryGermany",1.15202774403882,1.02464791524866,1.29221237341452,220,"skintone:countryGermany"
"(Intercept)",0.00274028584087399,0.00240634290950723,0.00311362408603179,221,"(Intercept)"
"skintone",1.09756886898327,1.02501129518768,1.17429960822702,221,"skintone"
"totalYellows",1.01474525185053,1.01161351114603,1.01791106692775,221,"totalYellows"
"height",1.09198895711954,1.01180136394534,1.17880443533913,221,"height"
"age",1.19812140606826,1.10338734685697,1.30122272207798,221,"age"
"wins.loss",0.781051724074626,0.727532078647876,0.837385121586483,221,"wins.loss"
"goals",1.12942055457669,1.04284625090791,1.22256807744018,221,"goals"
"posD",1.15000609602859,1.02051193346528,1.29581730739955,221,"posD"
"posG",1.61896214720725,1.31060593775075,1.99376798697352,221,"posG"
"posM",0.732747404372084,0.642136498362437,0.835399675548422,221,"posM"
"countryEngland",0.883481484638643,0.78707097802311,0.990189269504467,221,"countryEngland"
"countryFrance",1.2780203985425,1.11917328682781,1.45619719763572,221,"countryFrance"
"countryGermany",0.782628284054587,0.692974359905763,0.882413258762903,221,"countryGermany"
"skintone:countryEngland",0.987122841587006,0.893904465996536,1.08972196406376,221,"skintone:countryEngland"
"skintone:countryFrance",0.859538958589118,0.763516229361121,0.966199631506859,221,"skintone:countryFrance"
"skintone:countryGermany",1.16204488965333,1.03300310227616,1.30433126758179,221,"skintone:countryGermany"
"(Intercept)",0.00269551615333014,0.00236233182080638,0.00306870192172121,222,"(Intercept)"
"skintone",1.10238946219177,1.02779819227057,1.18145564253796,222,"skintone"
"totalYellows",1.01460273804873,1.01143677502233,1.01780463292958,222,"totalYellows"
"height",1.07553416694926,0.996484112018942,1.16105820145489,222,"height"
"age",1.15847300962911,1.06579738743785,1.25940783418439,222,"age"
"wins.loss",0.786142508337806,0.731125000550791,0.844257233103574,222,"wins.loss"
"goals",1.13600849094795,1.04775913152487,1.23117064238815,222,"goals"
"posD",1.1610938981969,1.02701659315505,1.31251922554658,222,"posD"
"posG",1.6613899472469,1.33998919098132,2.05320888615031,222,"posG"
"posM",0.744404008994299,0.651896165014557,0.849390074278775,222,"posM"
"countryEngland",0.891603743828428,0.793608403786894,1.00021682773017,222,"countryEngland"
"countryFrance",1.31631785812554,1.14652486072474,1.50767800516998,222,"countryFrance"
"countryGermany",0.767778315632777,0.679774863494858,0.865751256242825,222,"countryGermany"
"skintone:countryEngland",1.05132625448207,0.949550165046345,1.16384255949511,222,"skintone:countryEngland"
"skintone:countryFrance",0.843458679522408,0.747636205327775,0.950231831105115,222,"skintone:countryFrance"
"skintone:countryGermany",1.13400710822492,1.00372520075731,1.27788536941412,222,"skintone:countryGermany"
"(Intercept)",0.00268585607138973,0.00236002098315308,0.00305004692123788,223,"(Intercept)"
"skintone",1.11090239575117,1.0377543799785,1.18816737545911,223,"skintone"
"totalYellows",1.01356778540911,1.0105023730123,1.01665793691127,223,"totalYellows"
"height",1.11395530548118,1.03256068549669,1.20203198129473,223,"height"
"age",1.15097893141795,1.05857340520289,1.25170272027894,223,"age"
"wins.loss",0.80488612675858,0.75015235480082,0.86244722011491,223,"wins.loss"
"goals",1.09674828456824,0.997798780010359,1.20310024837662,223,"goals"
"posD",1.18683383452505,1.05122984273258,1.33994733586633,223,"posD"
"posG",1.50636003061589,1.21300571215871,1.86324370175337,223,"posG"
"posM",0.766468476836375,0.672989008303392,0.872293420107422,223,"posM"
"countryEngland",0.841891343223562,0.747482853061142,0.946620592512975,223,"countryEngland"
"countryFrance",1.29337229488636,1.12749866243684,1.47974180562995,223,"countryFrance"
"countryGermany",0.826021777159465,0.731874769879417,0.930711837203291,223,"countryGermany"
"skintone:countryEngland",1.02505931345697,0.924420376441811,1.13598556651137,223,"skintone:countryEngland"
"skintone:countryFrance",0.848470741154817,0.753714904889667,0.953872593144847,223,"skintone:countryFrance"
"skintone:countryGermany",1.16288094850145,1.03227024982437,1.30657555866676,223,"skintone:countryGermany"
"(Intercept)",0.00249794086551284,0.00219133154504834,0.00284088824385069,224,"(Intercept)"
"skintone",1.12417109171959,1.04980329380724,1.20282935590758,224,"skintone"
"totalYellows",1.01538727339879,1.01229312180018,1.01851019580663,224,"totalYellows"
"height",1.07632239710976,0.998733681766942,1.16015609645513,224,"height"
"age",1.18031768712899,1.08598317790497,1.28307350662007,224,"age"
"wins.loss",0.78688902289564,0.732764594491692,0.843804691281476,224,"wins.loss"
"goals",1.14320442684863,1.05425855070068,1.23887547370882,224,"goals"
"posD",1.23644401677914,1.09682162370717,1.39399137052331,224,"posD"
"posG",1.64525737106031,1.32667240135431,2.03239920896374,224,"posG"
"posM",0.720961785579172,0.631384515134074,0.822493414213414,224,"posM"
"countryEngland",0.852406609742122,0.758398582400442,0.956495144567004,224,"countryEngland"
"countryFrance",1.2401637613672,1.07626726734325,1.42447711391235,224,"countryFrance"
"countryGermany",0.828300108558554,0.734453007880313,0.932663081885898,224,"countryGermany"
"skintone:countryEngland",1.02421812476889,0.927104813227382,1.13118057349353,224,"skintone:countryEngland"
"skintone:countryFrance",0.907283618495266,0.803557365001475,1.02316571889523,224,"skintone:countryFrance"
"skintone:countryGermany",1.08727042491473,0.961536677202916,1.22582816009326,224,"skintone:countryGermany"
"(Intercept)",0.00266537237899197,0.00233934428924477,0.00303004083779861,225,"(Intercept)"
"skintone",1.10437469212849,1.02770586114956,1.18579369582565,225,"skintone"
"totalYellows",1.0140238744292,1.0108970742211,1.01718238979199,225,"totalYellows"
"height",1.08359524469752,1.00220692184324,1.17179425840343,225,"height"
"age",1.18344953554837,1.08819478411177,1.28726787716538,225,"age"
"wins.loss",0.802931890292287,0.747098318437721,0.86183423536201,225,"wins.loss"
"goals",1.11654637276664,1.02447806905593,1.21590128919113,225,"goals"
"posD",1.21726040274788,1.07650250529066,1.37651017506809,225,"posD"
"posG",1.57924484257278,1.26416264580935,1.96606434247627,225,"posG"
"posM",0.730178414863642,0.638629759733556,0.834166481707241,225,"posM"
"countryEngland",0.889385636207365,0.789620038580679,1.00029007512211,225,"countryEngland"
"countryFrance",1.25938965770472,1.09154223518794,1.44894323565547,225,"countryFrance"
"countryGermany",0.76930734066133,0.679614397423884,0.869294188495152,225,"countryGermany"
"skintone:countryEngland",1.02678174382252,0.923358056531199,1.14111944709042,225,"skintone:countryEngland"
"skintone:countryFrance",0.857623806363018,0.755701495622916,0.971561416136952,225,"skintone:countryFrance"
"skintone:countryGermany",1.18965574889542,1.0517515553947,1.34244135009042,225,"skintone:countryGermany"
"(Intercept)",0.00279752953955021,0.00246876359099265,0.00316382143057437,226,"(Intercept)"
"skintone",1.07906933356003,1.00752545557541,1.15460178532787,226,"skintone"
"totalYellows",1.01379779989889,1.01080624757791,1.01681242572213,226,"totalYellows"
"height",1.03018515061507,0.954858614390207,1.11155514718102,226,"height"
"age",1.20053514996816,1.10684170540954,1.30248139327928,226,"age"
"wins.loss",0.796532514747838,0.742820340318479,0.852996961668091,226,"wins.loss"
"goals",1.14117419561597,1.05286197798041,1.23594612598859,226,"goals"
"posD",1.16062175730566,1.0312346554973,1.30607791470102,226,"posD"
"posG",1.80087612322313,1.46752180367553,2.20446731608194,226,"posG"
"posM",0.720092619560679,0.632029105031135,0.819620711954435,226,"posM"
"countryEngland",0.898022295174884,0.801221809561289,1.00492592503581,226,"countryEngland"
"countryFrance",1.29056222882473,1.13262031708203,1.46703346824672,226,"countryFrance"
"countryGermany",0.782316405679007,0.694061794540013,0.880220234784306,226,"countryGermany"
"skintone:countryEngland",0.944927943042174,0.851802048473816,1.0470864470832,226,"skintone:countryEngland"
"skintone:countryFrance",0.89742657623929,0.793915991454896,1.01222506587641,226,"skintone:countryFrance"
"skintone:countryGermany",1.17327130182484,1.04414953090879,1.31512881681196,226,"skintone:countryGermany"
"(Intercept)",0.00275534476790661,0.002425517558496,0.00312333308134486,227,"(Intercept)"
"skintone",1.09465135164745,1.02192641886594,1.17146659554374,227,"skintone"
"totalYellows",1.01474237898497,1.01168286135887,1.01782950072675,227,"totalYellows"
"height",1.06977925358326,0.992227479536862,1.15355850826449,227,"height"
"age",1.22747974164204,1.13111553826614,1.3323678091434,227,"age"
"wins.loss",0.781807952084455,0.72758750947616,0.838921140635374,227,"wins.loss"
"goals",1.13339360519032,1.04577342451309,1.22763229207465,227,"goals"
"posD",1.16622560823554,1.03614019881901,1.31263821087078,227,"posD"
"posG",1.70797371686865,1.3884925021877,2.09462471461914,227,"posG"
"posM",0.701993203338676,0.616581326528096,0.798543779085115,227,"posM"
"countryEngland",0.865526710649657,0.770341000597496,0.970798527848089,227,"countryEngland"
"countryFrance",1.29874904469692,1.13940973610344,1.47697492946333,227,"countryFrance"
"countryGermany",0.791899002103314,0.703397583081019,0.890064259762714,227,"countryGermany"
"skintone:countryEngland",1.02818905784839,0.929312628149736,1.13714560912135,227,"skintone:countryEngland"
"skintone:countryFrance",0.867067259752559,0.768430550560077,0.976538889535388,227,"skintone:countryFrance"
"skintone:countryGermany",1.17195311266557,1.04247609239599,1.31457505613347,227,"skintone:countryGermany"
"(Intercept)",0.00282807789065686,0.00249606630200308,0.00319775468159394,228,"(Intercept)"
"skintone",1.10833046652226,1.03647873596199,1.1842133721233,228,"skintone"
"totalYellows",1.01381981557821,1.01087901142395,1.01678680961359,228,"totalYellows"
"height",1.04398214924007,0.968513198980829,1.12547645090829,228,"height"
"age",1.18466803273133,1.09387655122773,1.28318648154204,228,"age"
"wins.loss",0.802896020696857,0.748861177522446,0.859792541437817,228,"wins.loss"
"goals",1.12630599625872,1.04220031525386,1.21646141885641,228,"goals"
"posD",1.19301847910603,1.06206163330247,1.34007569281168,228,"posD"
"posG",1.60566468887282,1.30200447889977,1.97352844853941,228,"posG"
"posM",0.722754737458709,0.636444816329834,0.820066243149491,228,"posM"
"countryEngland",0.864641903360184,0.772946787100691,0.96584226872686,228,"countryEngland"
"countryFrance",1.25287634839862,1.09607876222395,1.42840806715345,228,"countryFrance"
"countryGermany",0.829925235278345,0.737330457986012,0.93269820838522,228,"countryGermany"
"skintone:countryEngland",1.0022181740672,0.907660184292918,1.10608701198414,228,"skintone:countryEngland"
"skintone:countryFrance",0.877873014805167,0.780476965429264,0.986131142536705,228,"skintone:countryFrance"
"skintone:countryGermany",1.18451209548417,1.05683536440823,1.32484254297943,228,"skintone:countryGermany"
"(Intercept)",0.0026945354136073,0.0023690903645546,0.00305816542717341,229,"(Intercept)"
"skintone",1.10755686339007,1.03046144258637,1.18929890237009,229,"skintone"
"totalYellows",1.01443025814005,1.01130540101828,1.01758644065518,229,"totalYellows"
"height",1.0666344471981,0.987744301598519,1.15199345448533,229,"height"
"age",1.17872214417683,1.08476299818331,1.28105169964085,229,"age"
"wins.loss",0.782803194019492,0.728822782638973,0.839573370448672,229,"wins.loss"
"goals",1.17777811076165,1.08807724278999,1.27455755684115,229,"goals"
"posD",1.20245945107566,1.06716570667466,1.35483909629313,229,"posD"
"posG",1.81095159723452,1.46731123698902,2.22945800565005,229,"posG"
"posM",0.715379785969332,0.626759533692621,0.815797210850162,229,"posM"
"countryEngland",0.872847795257165,0.776652522937894,0.979390069842873,229,"countryEngland"
