"","Estimate","2.5 %","97.5 %","iteration","predictor"
"posG",1.58359285596292,1.27739598264764,1.95730692563232,37,"posG"
"posM",0.755728080133611,0.660807694647323,0.863600303845972,37,"posM"
"countryEngland",0.901024716205154,0.802492991932774,1.01022023393601,37,"countryEngland"
"countryFrance",1.25800574921502,1.09906777932423,1.43681835662155,37,"countryFrance"
"countryGermany",0.784728797294137,0.693770118415888,0.886066571207396,37,"countryGermany"
"skintone:countryEngland",1.03207789813535,0.935414929856665,1.13865407940733,37,"skintone:countryEngland"
"skintone:countryFrance",0.842534828719801,0.746743047386826,0.949125735369886,37,"skintone:countryFrance"
"skintone:countryGermany",1.16132459647065,1.02862206924061,1.30821745768618,37,"skintone:countryGermany"
"(Intercept)",0.00279783639256285,0.00245630752734972,0.0031799109161485,38,"(Intercept)"
"skintone",1.08230722207933,1.0096305080685,1.15920302314098,38,"skintone"
"totalYellows",1.01322046463271,1.01005839281345,1.01641417855543,38,"totalYellows"
"height",1.07340484514723,0.996480573704545,1.15649435013502,38,"height"
"age",1.1652417227714,1.07106104197875,1.26793984475996,38,"age"
"wins.loss",0.799154231569176,0.742891932369212,0.858482628332079,38,"wins.loss"
"goals",1.15466675950283,1.06078308798331,1.25672460136804,38,"goals"
"posD",1.26365300879037,1.11837714571078,1.42802238722539,38,"posD"
"posG",1.56323885898351,1.252268822388,1.9435972513245,38,"posG"
"posM",0.72595973149758,0.635324341575028,0.828920779843439,38,"posM"
"countryEngland",0.857205606552394,0.762455757152378,0.962241439446294,38,"countryEngland"
"countryFrance",1.32131441299637,1.1516639872657,1.51247462359325,38,"countryFrance"
"countryGermany",0.791909397952603,0.701307046015067,0.892806823153051,38,"countryGermany"
"skintone:countryEngland",1.04088391423063,0.94025931947131,1.15193127656334,38,"skintone:countryEngland"
"skintone:countryFrance",0.835490885491764,0.738992566524167,0.942882894096636,38,"skintone:countryFrance"
"skintone:countryGermany",1.21756565446725,1.08557549288577,1.36312370067486,38,"skintone:countryGermany"
"(Intercept)",0.0027049934494152,0.00237725553636287,0.00307123793341421,39,"(Intercept)"
"skintone",1.14563925217011,1.06961465644822,1.22593406154074,39,"skintone"
"totalYellows",1.01423735489746,1.01113125347966,1.01736745030645,39,"totalYellows"
"height",1.10216795868024,1.02006501599733,1.19112237513176,39,"height"
"age",1.17671994435361,1.08613430728832,1.27510105267522,39,"age"
"wins.loss",0.763040917105284,0.711374469952892,0.817263071015528,39,"wins.loss"
"goals",1.17421277136518,1.0860353850333,1.26877009650886,39,"goals"
"posD",1.23787750020739,1.10062395294846,1.39232093242403,39,"posD"
"posG",1.75238374371748,1.42610464879861,2.14658653517643,39,"posG"
"posM",0.710936666294117,0.623460239050134,0.809912765444466,39,"posM"
"countryEngland",0.929532719306647,0.830295696364658,1.0391411569062,39,"countryEngland"
"countryFrance",1.16128677336418,1.0129152715826,1.32722968372823,39,"countryFrance"
"countryGermany",0.817757069999442,0.725442119613225,0.920276619949228,39,"countryGermany"
"skintone:countryEngland",1.0046329672924,0.909983592447918,1.10875598776625,39,"skintone:countryEngland"
"skintone:countryFrance",0.892694781992342,0.79180207196033,1.00506992456004,39,"skintone:countryFrance"
"skintone:countryGermany",1.14732625068967,1.01907749927862,1.28830133698623,39,"skintone:countryGermany"
"(Intercept)",0.00266080226312268,0.00233832205078678,0.00302124404221859,40,"(Intercept)"
"skintone",1.10332319910543,1.03076650824383,1.17999526294524,40,"skintone"
"totalYellows",1.01529195857667,1.01220048773926,1.01841539987118,40,"totalYellows"
"height",1.06763234103332,0.989284590602777,1.15234875186334,40,"height"
"age",1.17955821543851,1.08623168571488,1.28108190248177,40,"age"
"wins.loss",0.786566211222547,0.732629707605909,0.84343739326195,40,"wins.loss"
"goals",1.09132640065427,0.997305606520922,1.19256282061962,40,"goals"
"posD",1.12536994932111,0.997526889132621,1.26940556081176,40,"posD"
"posG",1.76045256726627,1.42447819668218,2.16992985090141,40,"posG"
"posM",0.709310011693807,0.623158449007587,0.80667389485288,40,"posM"
"countryEngland",0.900304433870364,0.803905807611555,1.00688526759524,40,"countryEngland"
"countryFrance",1.33310855627983,1.16986713805588,1.51599805211915,40,"countryFrance"
"countryGermany",0.75582718550527,0.668938423003659,0.852354071089656,40,"countryGermany"
"skintone:countryEngland",1.04043859432023,0.942068777229055,1.14864667263304,40,"skintone:countryEngland"
"skintone:countryFrance",0.831545031537125,0.738278195024312,0.934767915980004,40,"skintone:countryFrance"
"skintone:countryGermany",1.19239857534257,1.05650266552454,1.3424607028898,40,"skintone:countryGermany"
"(Intercept)",0.00266825133783816,0.00234047280049325,0.00303512103936417,41,"(Intercept)"
"skintone",1.09457378586028,1.02142701371722,1.17194894731481,41,"skintone"
"totalYellows",1.01482048876072,1.0117227497503,1.01794910823218,41,"totalYellows"
"height",1.08709135491614,1.00768267771502,1.17302472037549,41,"height"
"age",1.18147498068051,1.0892164132887,1.28182935461184,41,"age"
"wins.loss",0.7537350290172,0.699433773228464,0.810949614817869,41,"wins.loss"
"goals",1.16531985295559,1.07088607024544,1.26753305249009,41,"goals"
"posD",1.16844833173595,1.0344709168544,1.3196826181846,41,"posD"
"posG",1.75297328979133,1.41618961419908,2.16289335652636,41,"posG"
"posM",0.726412828527775,0.636862748208392,0.827905605233185,41,"posM"
"countryEngland",0.905123799171965,0.806092049769826,1.01483746713525,41,"countryEngland"
"countryFrance",1.1971226679945,1.04489006921974,1.36803006121577,41,"countryFrance"
"countryGermany",0.796137557993252,0.703992727288889,0.898732591102858,41,"countryGermany"
"skintone:countryEngland",1.02891852489784,0.928558715991513,1.13968094907788,41,"skintone:countryEngland"
"skintone:countryFrance",0.898380430050403,0.797803690815934,1.01043825920233,41,"skintone:countryFrance"
"skintone:countryGermany",1.13057998828824,0.999297341981598,1.27555844702237,41,"skintone:countryGermany"
"(Intercept)",0.00272338755647697,0.00238410667063552,0.00310358724993447,42,"(Intercept)"
"skintone",1.09704966928713,1.02304103631306,1.17537614990192,42,"skintone"
"totalYellows",1.01434580220866,1.01114014082728,1.01758778074718,42,"totalYellows"
"height",1.10929810645815,1.0272830747443,1.19813966490456,42,"height"
"age",1.15882070727528,1.06661696109948,1.25916213121845,42,"age"
"wins.loss",0.775865325175326,0.719552631463186,0.835304078954905,42,"wins.loss"
"goals",1.13746733908526,1.04280463014042,1.23987891149897,42,"goals"
"posD",1.18286859487184,1.04596277420222,1.33758095741539,42,"posD"
"posG",1.65197802625002,1.33086820226268,2.04331116607086,42,"posG"
"posM",0.738044521901519,0.647030820947666,0.841303139009349,42,"posM"
"countryEngland",0.868596191136632,0.771121093197775,0.976840856260423,42,"countryEngland"
"countryFrance",1.28006938555805,1.11747329544604,1.46294706308875,42,"countryFrance"
"countryGermany",0.777892941077932,0.689039905964247,0.876811542860288,42,"countryGermany"
"skintone:countryEngland",1.00297676977509,0.905188469313668,1.11085156112489,42,"skintone:countryEngland"
"skintone:countryFrance",0.866851072450739,0.768420854179055,0.976481251273598,42,"skintone:countryFrance"
"skintone:countryGermany",1.14910634316951,1.01702762477967,1.29506359003744,42,"skintone:countryGermany"
"(Intercept)",0.00279622026216935,0.00245116837781749,0.00318322323351014,43,"(Intercept)"
"skintone",1.08684317656392,1.01411280301915,1.16382563984772,43,"skintone"
"totalYellows",1.01387450617405,1.01071740951505,1.01705746108233,43,"totalYellows"
"height",1.08329576035938,1.00286745907132,1.1704243183199,43,"height"
"age",1.18653724733609,1.09356745317156,1.28770058677928,43,"age"
"wins.loss",0.786966239571884,0.732972569531934,0.843791766611927,43,"wins.loss"
"goals",1.13295907122797,1.04328659517006,1.22998369918252,43,"goals"
"posD",1.18827270135808,1.0529261716014,1.34109314809389,43,"posD"
"posG",1.5756886673688,1.27032330252248,1.94798988500572,43,"posG"
"posM",0.74523374572279,0.653582090633324,0.849152429821741,43,"posM"
"countryEngland",0.888557497074995,0.791213134955283,0.996384806075076,43,"countryEngland"
"countryFrance",1.26371927669675,1.10028410307824,1.44770273639518,43,"countryFrance"
"countryGermany",0.782221513066881,0.692947555504897,0.881574339687157,43,"countryGermany"
"skintone:countryEngland",1.04913600185364,0.949313425228734,1.15923979294453,43,"skintone:countryEngland"
"skintone:countryFrance",0.851717809341815,0.754422279851807,0.960015931642104,43,"skintone:countryFrance"
"skintone:countryGermany",1.14311820375258,1.01039594967808,1.28989703963189,43,"skintone:countryGermany"
"(Intercept)",0.00269403500292435,0.00236681395307686,0.00305983865840179,44,"(Intercept)"
"skintone",1.10586022952701,1.03057165325822,1.18558993860165,44,"skintone"
"totalYellows",1.01415481752823,1.01105676315319,1.01728204369925,44,"totalYellows"
"height",1.08313373978497,1.00474694236042,1.16785476777489,44,"height"
"age",1.1331613563891,1.04340619529005,1.23077728825075,44,"age"
"wins.loss",0.769216808995081,0.715058532191474,0.826418107736291,44,"wins.loss"
"goals",1.13758367991339,1.04907571985946,1.23279437139505,44,"goals"
"posD",1.21989892246914,1.08113019354403,1.37645389331113,44,"posD"
"posG",1.57558765813578,1.27108505867077,1.94659141035867,44,"posG"
"posM",0.744327128081054,0.653293799379877,0.847394068902508,44,"posM"
"countryEngland",0.889755271960007,0.793666493931329,0.996088043301072,44,"countryEngland"
"countryFrance",1.23247907868519,1.07807301638368,1.40568516983592,44,"countryFrance"
"countryGermany",0.826159965219248,0.732285272451282,0.930606476061581,44,"countryGermany"
"skintone:countryEngland",0.999852269972504,0.903244253268451,1.10642238055748,44,"skintone:countryEngland"
"skintone:countryFrance",0.838128187914393,0.738839585840655,0.948702722432003,44,"skintone:countryFrance"
"skintone:countryGermany",1.18683669663485,1.05328253644177,1.3341930590997,44,"skintone:countryGermany"
"(Intercept)",0.00267848125830657,0.00234491915988773,0.00305260065258174,45,"(Intercept)"
"skintone",1.07835231553492,1.00262641321251,1.1586632092194,45,"skintone"
"totalYellows",1.01499090019062,1.01170546280566,1.01831538793442,45,"totalYellows"
"height",1.0578997337545,0.977661772026816,1.14493825578394,45,"height"
"age",1.18508319432199,1.08784599445488,1.29128069003216,45,"age"
"wins.loss",0.788276868811385,0.731520466710084,0.8483295735258,45,"wins.loss"
"goals",1.11487178718191,1.01546168243974,1.22314029406129,45,"goals"
"posD",1.19642054200944,1.05753755255401,1.35358258893957,45,"posD"
"posG",1.69397638005898,1.35584975449244,2.11030471682645,45,"posG"
"posM",0.69629770743881,0.607735376577996,0.797032984536054,45,"posM"
"countryEngland",0.879989674721418,0.782951390114965,0.987715352704329,45,"countryEngland"
"countryFrance",1.28674929343751,1.12270303270883,1.47186515545396,45,"countryFrance"
"countryGermany",0.818366183718356,0.72138428545723,0.926800454307324,45,"countryGermany"
"skintone:countryEngland",1.00710216377021,0.907721604356858,1.11702271147061,45,"skintone:countryEngland"
"skintone:countryFrance",0.850098534738369,0.745915596243493,0.966404589268523,45,"skintone:countryFrance"
"skintone:countryGermany",1.20620837987957,1.06322704982058,1.36455068722919,45,"skintone:countryGermany"
"(Intercept)",0.00269521461337759,0.00236456411449863,0.00306534944009613,46,"(Intercept)"
"skintone",1.09554956128485,1.02257393569253,1.17282907000592,46,"skintone"
"totalYellows",1.01446055848722,1.01131729206433,1.01763981949125,46,"totalYellows"
"height",1.07684978608315,0.996692861555896,1.16373021923814,46,"height"
"age",1.18474342743252,1.08888074272641,1.28916524385696,46,"age"
"wins.loss",0.772284431675893,0.718280188710029,0.829159089893599,46,"wins.loss"
"goals",1.16163446590214,1.06651292428545,1.26477592994124,46,"goals"
"posD",1.18101754732488,1.04424146898902,1.33564221429015,46,"posD"
"posG",1.73371326792261,1.39963004060158,2.14154076718353,46,"posG"
"posM",0.74445598034824,0.652637525371252,0.848553397955617,46,"posM"
"countryEngland",0.875697117474408,0.777378061310217,0.984967514739946,46,"countryEngland"
"countryFrance",1.26973606542621,1.10050963688934,1.46110449671129,46,"countryFrance"
"countryGermany",0.804444859434816,0.712303226334014,0.907180128719583,46,"countryGermany"
"skintone:countryEngland",1.04470616251833,0.943557671521677,1.15642357233093,46,"skintone:countryEngland"
"skintone:countryFrance",0.871279120453028,0.769995977904839,0.984367817995521,46,"skintone:countryFrance"
"skintone:countryGermany",1.14031835609015,1.01200519491047,1.28174671273268,46,"skintone:countryGermany"
"(Intercept)",0.00270582514319018,0.00237670404825836,0.00307360409446235,47,"(Intercept)"
"skintone",1.14262540487311,1.06522190984952,1.22456477816793,47,"skintone"
"totalYellows",1.01416411848058,1.01109166073456,1.01726506872753,47,"totalYellows"
"height",1.07266428552288,0.993264886396986,1.1586425374501,47,"height"
"age",1.18888531111591,1.09412936952195,1.29207693378585,47,"age"
"wins.loss",0.789712065198492,0.7370448365055,0.844969834972642,47,"wins.loss"
"goals",1.1747869060992,1.08741396586,1.26868845105251,47,"goals"
"posD",1.20676977919814,1.07140739570083,1.35925804976798,47,"posD"
"posG",1.7398955023189,1.40424541754551,2.1481981372233,47,"posG"
"posM",0.75426730276179,0.661587006571562,0.859304720317069,47,"posM"
"countryEngland",0.907844614693756,0.808924086020583,1.01738885311294,47,"countryEngland"
"countryFrance",1.184044705857,1.02461081346402,1.36326380494616,47,"countryFrance"
"countryGermany",0.824689448527435,0.731858236904278,0.927920217489135,47,"countryGermany"
"skintone:countryEngland",1.0047855868054,0.90859957443326,1.11079148486348,47,"skintone:countryEngland"
"skintone:countryFrance",0.896133299816192,0.787034760239461,1.01859928390457,47,"skintone:countryFrance"
"skintone:countryGermany",1.19887681454432,1.06504486375913,1.3461603750658,47,"skintone:countryGermany"
"(Intercept)",0.00279014467978699,0.00245559956405283,0.0031637510643969,48,"(Intercept)"
"skintone",1.09949808869266,1.02601895512976,1.17720563463335,48,"skintone"
"totalYellows",1.01265264457545,1.00957723155532,1.01575300115204,48,"totalYellows"
"height",1.08804005022981,1.00590445394351,1.17715588083581,48,"height"
"age",1.14831113405961,1.05708873573111,1.24755438340163,48,"age"
"wins.loss",0.791255306309417,0.737035279732467,0.848387870215739,48,"wins.loss"
"goals",1.16656144140842,1.07580956829242,1.26450891686154,48,"goals"
"posD",1.30636848462201,1.15906320333276,1.47274969167353,48,"posD"
"posG",1.53578626585842,1.23712463751528,1.89957742251803,48,"posG"
"posM",0.762346952016221,0.668132922496186,0.869206328519605,48,"posM"
"countryEngland",0.900455121638502,0.802623691535008,1.00872180422546,48,"countryEngland"
"countryFrance",1.18620710006848,1.03677921786812,1.35365581099214,48,"countryFrance"
"countryGermany",0.80810541897274,0.716369607492217,0.910090358962177,48,"countryGermany"
"skintone:countryEngland",0.987796508306223,0.8922800373491,1.09297738831921,48,"skintone:countryEngland"
"skintone:countryFrance",0.863937238199681,0.765708556716512,0.973170051978,48,"skintone:countryFrance"
"skintone:countryGermany",1.22103528370577,1.08391380938077,1.37214526336953,48,"skintone:countryGermany"
"(Intercept)",0.0026931661509237,0.0023566908066639,0.00307042656287308,49,"(Intercept)"
"skintone",1.11681415231979,1.03864993275456,1.19992418849629,49,"skintone"
"totalYellows",1.01413499741816,1.01097814830916,1.01732962421155,49,"totalYellows"
"height",1.08289325753683,1.00200737679937,1.17049605421959,49,"height"
"age",1.23039505585774,1.12934521399914,1.34083812453524,49,"age"
"wins.loss",0.784849643162586,0.727928599263327,0.844912663354424,49,"wins.loss"
"goals",1.13275979216533,1.03123893494064,1.24292735817084,49,"goals"
"posD",1.21860474911009,1.07478555365832,1.38194909190319,49,"posD"
"posG",1.55195320049051,1.23124476717458,1.94707104095333,49,"posG"
"posM",0.753076414987453,0.657948087774654,0.86147025296199,49,"posM"
"countryEngland",0.88036025297239,0.781092670278441,0.990745096466657,49,"countryEngland"
"countryFrance",1.26948382256041,1.10348300924683,1.45677819401106,49,"countryFrance"
"countryGermany",0.806396208266929,0.713235684673766,0.910365141956507,49,"countryGermany"
"skintone:countryEngland",1.02899824857731,0.924506574895647,1.14486825230914,49,"skintone:countryEngland"
"skintone:countryFrance",0.884947871466146,0.783378024567083,0.998660144173507,49,"skintone:countryFrance"
"skintone:countryGermany",1.14656201205404,1.01648617530644,1.29048792061814,49,"skintone:countryGermany"
"(Intercept)",0.00275121132745232,0.00241874572634414,0.00312252791999509,50,"(Intercept)"
"skintone",1.12115221534767,1.0470880572512,1.19952985781583,50,"skintone"
"totalYellows",1.01416221047974,1.01106302443385,1.01729210372755,50,"totalYellows"
"height",1.09671652361204,1.01497251200847,1.18526979786488,50,"height"
"age",1.19770449163118,1.10328556298293,1.30049169578967,50,"age"
"wins.loss",0.797810822462426,0.742508107979309,0.855978445341538,50,"wins.loss"
"goals",1.15489835577045,1.06411527895451,1.25299888044519,50,"goals"
"posD",1.13918427723177,1.0095878029321,1.28535148682886,50,"posD"
"posG",1.68585896406914,1.36072736319643,2.08165231485516,50,"posG"
"posM",0.767038440635311,0.673654346355423,0.872778989485925,50,"posM"
"countryEngland",0.88037844433048,0.781701049472812,0.98970409675154,50,"countryEngland"
"countryFrance",1.25580777240806,1.09489528872457,1.43638664417909,50,"countryFrance"
"countryGermany",0.813066717210904,0.721414371984596,0.91497108399005,50,"countryGermany"
"skintone:countryEngland",1.00893146046202,0.911864591931523,1.11592893492085,50,"skintone:countryEngland"
"skintone:countryFrance",0.859812133143183,0.761815430112769,0.969038587527307,50,"skintone:countryFrance"
"skintone:countryGermany",1.22008236470481,1.08685916868179,1.36684088587765,50,"skintone:countryGermany"
"(Intercept)",0.00274221807975095,0.00239864602142778,0.00312803553032867,51,"(Intercept)"
"skintone",1.11024470774362,1.03551377897277,1.18935682891347,51,"skintone"
"totalYellows",1.01394282485755,1.01072284175506,1.01719141571008,51,"totalYellows"
"height",1.07396833749435,0.994042359916495,1.16052705661107,51,"height"
"age",1.16864531558605,1.07689625538897,1.26843533020982,51,"age"
"wins.loss",0.76774363658969,0.713349729962656,0.825073886812331,51,"wins.loss"
"goals",1.1555833942797,1.06059502122027,1.25879936260569,51,"goals"
"posD",1.23352784848479,1.09058819507266,1.39529306036394,51,"posD"
"posG",1.60223866198679,1.29124806751242,1.98179284439657,51,"posG"
"posM",0.747971215657711,0.656111856015816,0.852038746502247,51,"posM"
"countryEngland",0.89984911111686,0.802594893762089,1.00744827203461,51,"countryEngland"
"countryFrance",1.26067108150641,1.10348101099097,1.43699168758738,51,"countryFrance"
"countryGermany",0.769047899459697,0.680308139909025,0.867820454729708,51,"countryGermany"
"skintone:countryEngland",1.02387993412726,0.924941981347217,1.13308431288732,51,"skintone:countryEngland"
"skintone:countryFrance",0.852352714408715,0.755372742054328,0.960210103650986,51,"skintone:countryFrance"
"skintone:countryGermany",1.20371209570722,1.06111565830646,1.36170899901383,51,"skintone:countryGermany"
"(Intercept)",0.00277812081640993,0.00244836626570823,0.00314563514121954,52,"(Intercept)"
"skintone",1.12492352026913,1.05102210849753,1.20298286327931,52,"skintone"
"totalYellows",1.01292960179389,1.00993314396678,1.01594769479585,52,"totalYellows"
"height",1.07918478249567,1.00193986138567,1.16251574179045,52,"height"
"age",1.1725869278833,1.08045197451183,1.2727720697213,52,"age"
"wins.loss",0.802008991150877,0.746294063436558,0.860658037234261,52,"wins.loss"
"goals",1.13265781301079,1.04395274040893,1.22786595595407,52,"goals"
"posD",1.21654278458655,1.07963624345544,1.37084800703239,52,"posD"
"posG",1.53193789355681,1.23499160213424,1.89249325500242,52,"posG"
"posM",0.728591872907694,0.638780434575778,0.830370038684411,52,"posM"
"countryEngland",0.896309760481714,0.798643936569288,1.0042256413155,52,"countryEngland"
"countryFrance",1.24892227908794,1.08864814993728,1.42859971684039,52,"countryFrance"
"countryGermany",0.805243688825056,0.714484180198864,0.905985754308054,52,"countryGermany"
"skintone:countryEngland",1.01477330736748,0.92044010453102,1.11858686021011,52,"skintone:countryEngland"
"skintone:countryFrance",0.860009509590235,0.762892952872041,0.968113414207246,52,"skintone:countryFrance"
"skintone:countryGermany",1.18852861210315,1.05998238940268,1.32995868015084,52,"skintone:countryGermany"
"(Intercept)",0.00261630942290281,0.00229829479252154,0.00297179472380401,53,"(Intercept)"
"skintone",1.11080393735623,1.03612752171197,1.18976077518249,53,"skintone"
"totalYellows",1.01413276090242,1.0110434799489,1.01724758786288,53,"totalYellows"
"height",1.07389530788402,0.995596679698015,1.15859220484634,53,"height"
"age",1.17430578528629,1.07988627636519,1.2771959725021,53,"age"
"wins.loss",0.804707930291847,0.749715435838401,0.862450506172846,53,"wins.loss"
"goals",1.12284101836381,1.0354538723079,1.21702284458401,53,"goals"
"posD",1.21070272680579,1.0723588330176,1.36695894553926,53,"posD"
"posG",1.49961664338436,1.20176164129945,1.86351627455741,53,"posG"
"posM",0.738883533630585,0.648585756170436,0.841170642005579,53,"posM"
"countryEngland",0.925899077318279,0.824260169337429,1.03843110402184,53,"countryEngland"
"countryFrance",1.1927209572207,1.03953086815026,1.36440413547341,53,"countryFrance"
"countryGermany",0.782599035666739,0.691865812722009,0.883597042706875,53,"countryGermany"
"skintone:countryEngland",0.994350943666488,0.898724058369941,1.09980636525275,53,"skintone:countryEngland"
"skintone:countryFrance",0.877505955659618,0.776144814754514,0.990433180080296,53,"skintone:countryFrance"
"skintone:countryGermany",1.20154130470508,1.06308436420224,1.35410886751046,53,"skintone:countryGermany"
"(Intercept)",0.00272738413909326,0.00239192472300383,0.00310321297228288,54,"(Intercept)"
"skintone",1.11860381021604,1.0429531215861,1.19876566774466,54,"skintone"
"totalYellows",1.01377290345227,1.01057827835205,1.01699818142401,54,"totalYellows"
"height",1.10749905978906,1.02500574113163,1.19694953429983,54,"height"
"age",1.1645458322971,1.07122473532162,1.26626458346545,54,"age"
"wins.loss",0.784201130118962,0.726928592644593,0.844866221150821,54,"wins.loss"
"goals",1.15780423671758,1.06601404128304,1.25707943100279,54,"goals"
"posD",1.21066037674237,1.07057912522142,1.36898469056755,54,"posD"
"posG",1.67170190824735,1.35205592896742,2.06040622878013,54,"posG"
"posM",0.728361767764496,0.63785664498428,0.830962810557851,54,"posM"
"countryEngland",0.854948215879277,0.759692958175209,0.960531618453658,54,"countryEngland"
"countryFrance",1.31392539844324,1.1480413268009,1.50038573077414,54,"countryFrance"
"countryGermany",0.808862524252161,0.716757565430093,0.911311678186527,54,"countryGermany"
"skintone:countryEngland",1.03119164577033,0.930345495423026,1.14261306001318,54,"skintone:countryEngland"
"skintone:countryFrance",0.846748093795081,0.750602953637645,0.953844583218713,54,"skintone:countryFrance"
"skintone:countryGermany",1.1312917641585,1.00125504277778,1.27484966980051,54,"skintone:countryGermany"
"(Intercept)",0.00258160920408295,0.00226956788350196,0.00293016298244996,55,"(Intercept)"
"skintone",1.13335652995687,1.06048012274622,1.21025870251799,55,"skintone"
"totalYellows",1.01468408369735,1.01165288195568,1.01773900291375,55,"totalYellows"
"height",1.05407205456476,0.977964598725436,1.13628217724555,55,"height"
"age",1.2156751762156,1.11905555805241,1.32094944246171,55,"age"
"wins.loss",0.774008124725155,0.721083364674583,0.829644529080518,55,"wins.loss"
"goals",1.19351150972691,1.10065838400916,1.29386823899396,55,"goals"
"posD",1.27448713784652,1.12945088759588,1.43852692370542,55,"posD"
"posG",1.75648615879811,1.41623359652524,2.17032042579476,55,"posG"
"posM",0.743432825055182,0.652744986108025,0.846076409827531,55,"posM"
"countryEngland",0.895400066988362,0.798610870761231,1.00234470636044,55,"countryEngland"
"countryFrance",1.22613743685168,1.07134364915021,1.39941430294884,55,"countryFrance"
"countryGermany",0.815863088926663,0.723120008765895,0.918893636583563,55,"countryGermany"
"skintone:countryEngland",1.02885339305362,0.933802870751199,1.13327306660728,55,"skintone:countryEngland"
"skintone:countryFrance",0.866315980466872,0.770131005124759,0.973007683116714,55,"skintone:countryFrance"
"skintone:countryGermany",1.14642818451066,1.0201855157682,1.28467581842113,55,"skintone:countryGermany"
"(Intercept)",0.00276410746054659,0.00242817940653719,0.0031400255586273,56,"(Intercept)"
"skintone",1.10443580369352,1.02854067802013,1.18485862688527,56,"skintone"
"totalYellows",1.01329880455253,1.01014348565368,1.01648161680584,56,"totalYellows"
"height",1.05431375970654,0.977484509554427,1.1373819431523,56,"height"
"age",1.14287386137789,1.05157848054737,1.24227780980067,56,"age"
"wins.loss",0.80843293081865,0.751632803382429,0.868436014327799,56,"wins.loss"
"goals",1.10450038995018,1.01819592968606,1.19726582750064,56,"goals"
"posD",1.1444007524777,1.01385151984938,1.2916117608308,56,"posD"
"posG",1.69541482873205,1.37070744303207,2.09094454642603,56,"posG"
"posM",0.708475560858478,0.620811117968726,0.807718685777688,56,"posM"
"countryEngland",0.861764796527495,0.765384685262423,0.968687786207063,56,"countryEngland"
"countryFrance",1.23920876389661,1.07834732558642,1.42013697220384,56,"countryFrance"
"countryGermany",0.818135967796883,0.725379183839715,0.921337442935968,56,"countryGermany"
"skintone:countryEngland",1.00909398734963,0.908741027779919,1.11998377856164,56,"skintone:countryEngland"
"skintone:countryFrance",0.898052171480271,0.790018002802883,1.01870368430573,56,"skintone:countryFrance"
"skintone:countryGermany",1.13598252243396,1.00788356579474,1.27736954023464,56,"skintone:countryGermany"
"(Intercept)",0.0027439570652989,0.00241400491694819,0.00311233336504054,57,"(Intercept)"
"skintone",1.06044899770622,0.989938109664136,1.13500530685852,57,"skintone"
"totalYellows",1.01438740303575,1.01135288740707,1.0174523887242,57,"totalYellows"
"height",1.07595674622484,0.995377307028669,1.16324877998431,57,"height"
"age",1.20358084538336,1.10877636335848,1.30676637138099,57,"age"
"wins.loss",0.783948564974583,0.731089468936008,0.839537820954931,57,"wins.loss"
"goals",1.17066884435622,1.07339628159941,1.27628077985531,57,"goals"
"posD",1.22089186419487,1.08238016585534,1.37727285725605,57,"posD"
"posG",1.83161110973034,1.47964985867118,2.26122911773686,57,"posG"
"posM",0.721564264998047,0.632350198681597,0.822667355639792,57,"posM"
"countryEngland",0.869729865290631,0.773706521885012,0.976175530919958,57,"countryEngland"
"countryFrance",1.35722999038328,1.18515467862368,1.55083663562553,57,"countryFrance"
"countryGermany",0.767246120055769,0.679605305525367,0.864722487784402,57,"countryGermany"
"skintone:countryEngland",1.02117396490797,0.92032425749654,1.13222600749261,57,"skintone:countryEngland"
"skintone:countryFrance",0.84437790079859,0.748421046879226,0.950886185455062,57,"skintone:countryFrance"
"skintone:countryGermany",1.15446613141795,1.02481104423493,1.29722581394138,57,"skintone:countryGermany"
"(Intercept)",0.00284071570294509,0.00251311920610552,0.00320475274539639,58,"(Intercept)"
"skintone",1.10417166423814,1.03418669222173,1.17783432440009,58,"skintone"
"totalYellows",1.01346298817238,1.01058684361021,1.01635569464408,58,"totalYellows"
"height",1.10577747686699,1.02735600597241,1.19048135965865,58,"height"
"age",1.16554934504165,1.07673820162882,1.26193243867149,58,"age"
"wins.loss",0.786943136547245,0.73576852440855,0.840619631537636,58,"wins.loss"
"goals",1.13478828322287,1.05126729808952,1.22373827043331,58,"goals"
"posD",1.20365276942564,1.07318775357501,1.3501031313236,58,"posD"
"posG",1.59757146463477,1.30224279062673,1.95326373890431,58,"posG"
"posM",0.743667983013403,0.655502004791166,0.84294039883111,58,"posM"
"countryEngland",0.87399657243589,0.782948931829013,0.974148054526479,58,"countryEngland"
"countryFrance",1.33220309992948,1.16686306199126,1.51664928535674,58,"countryFrance"
"countryGermany",0.774625428397219,0.689613297251746,0.868668468959993,58,"countryGermany"
"skintone:countryEngland",1.00076091924433,0.909680321530233,1.10045622625255,58,"skintone:countryEngland"
"skintone:countryFrance",0.809873282805394,0.718510370266096,0.910872412779764,58,"skintone:countryFrance"
"skintone:countryGermany",1.20663730294518,1.08074030902391,1.34429570822817,58,"skintone:countryGermany"
"(Intercept)",0.00274171587278137,0.00241528067265869,0.00310572509910753,59,"(Intercept)"
"skintone",1.12783154861464,1.0521287695781,1.20792706988029,59,"skintone"
"totalYellows",1.01398622373132,1.01095439638533,1.01704257102906,59,"totalYellows"
"height",1.07038169842746,0.991486943715273,1.15569543360048,59,"height"
